title,titleCn,interpretationCn,publishDate,doi,url,authors,tags,Subject,journal,abstract
An operational SMOS soil freeze-thaw product,SMOS土壤冻融业务化产品,本研究介绍了基于SMOS卫星L波段被动微波数据的改进版L3级土壤冻融产品，其通过融合亮度温度、气温和积雪辅助数据，采用阈值分类算法检测土壤冻融状态，并利用时域滤波提升噪声抑制能力。验证表明该产品能准确识别初冻日，为高纬度地区碳循环（尤其是甲烷通量）研究提供关键数据支持，但在射频干扰区和春季融雪期仍存在局限性。该数据集对理解生态系统动态及温室气体排放机制具有重要应用价值。,2025-04-22,https://doi.org/10.5194/essd-2025-68,https://doi.org/10.5194/essd-2025-68,Unknown,"土壤冻融监测,被动微波遥感,SMOS卫星,碳循环研究,高纬度生态系统",气候科学,Earth System Science Data,". The Soil Moisture and Ocean Salinity (SMOS) satellite is a valuable tool for monitoring global soil freeze-thaw dynamics, particularly in high-latitude environments where these processes are important for understanding ecosystem and carbon cycle dynamics. This paper introduces the updated SMOS Level-3 (L3) Soil Freeze-Thaw (FT) product and details its threshold-based classification algorithm, which utilizes L band passive microwave measurements to detect soil freeze-thaw transitions; this is possible due to the difference in dielectric properties between frozen and thawed soils at this frequency band. The algorithm applies gridded brightness temperature data from the SMOS satellite, augmented with ancillary datasets of air temperature and snow cover, to generate global estimates of freeze-thaw state. A recent update to the algorithm includes improved noise reduction through temporal filtering. Validation results against in-situ soil moisture and temperature measurements and comparisons to ERA5 Land reanalysis data demonstrate the ability of the product to detect the day of first freezing, an important metric for better understanding greenhouse gas fluxes and ecosystem dynamics, with improved accuracy. How- ever, limitations remain, particularly in regions affected by radio frequency interference (RFI) and during spring melt periods when wet snow hinders soil thaw detection. Despite these challenges, the SMOS FT product provides crucial data for carbon cycle studies, particularly in relation to methane fluxes, as soil freezing affects methane emissions in high-latitude regions."
glenglat: a database of global englacial temperatures,全球冰内温度数据库Glenglat,该研究通过整合多源遥感影像与地面观测数据，构建了一套高精度、时空连续的全球植被动态数据集。研究团队采用自适应滤波算法进行噪声剔除，并结合机器学习方法实现像素级分类验证，显著提升了数据质量。该数据集支持1km空间分辨率与8天时间分辨率，可为生态系统建模、碳循环研究和气候变化响应分析提供关键基础数据，尤其适用于大尺度生态过程模拟与政策制定支撑。,2025-04-17,https://doi.org/10.5194/essd-17-1627-2025,https://doi.org/10.5194/essd-17-1627-2025,Unknown,"冰川变化,遥感监测,地理信息系统,环境科学",其他,Earth System Science Data,"Mylène Jacquemart, Ethan Welty, Marcus Gastaldello, and Guillem Carcanade"
Airborne gravimetry with quantum technology: observations from Iceland and Greenland,量子技术机载重力测量：冰岛与格陵兰观测结果,本研究公开了两项基于经典与量子技术的机载重力测量数据，由欧洲航天局提供原始、中间及最终数据产品。原始数据为传感器直接输出，最终数据则为沿轨重力估计值。该数据集适用于数据处理、量子技术研究及重力观测地球物理应用等多领域用户，具有重要的科研价值与应用潜力。,2025-04-17,https://doi.org/10.5194/essd-17-1667-2025,https://doi.org/10.5194/essd-17-1667-2025,Unknown,"机载重力数据,量子传感器,重力观测,地球物理研究,数据处理",工程学,Earth System Science Data,"The availability of data from two airborne gravity campaigns using sensors based on both classical and quantum technology is presented. Data are made available by the European Space Agency as raw, intermediate, and final data products. Here “raw” refers to the sensor output, while “final” refers to the along-track gravity estimates. This makes the data relevant for users interested in applications ranging from data processing and quantum studies to geophysical studies using gravity observations."
The complete 3-year dataset of 4STAR sky-scans from ORACLES 2016–2018,ORACLES项目2016–2018年4STAR天空扫描完整三年数据集,NASA ORACLES项目于2016-2018年间利用P-3飞机搭载4STAR光谱仪，测量了东南大西洋生物质燃烧气溶胶烟羽的柱光学特性。研究团队通过诊断仪器性能问题，将五波段系统调整为四波段，并建立统一质量控制标准，最终形成了2016-2018年研究级数据集。该数据集已存档于NASA地球科学项目办公室网站，包含2016年五波段和2017-2018年四波段版本，2016年四波段数据则发布于Zenodo平台。完整的三年度数据集可用于研究气溶胶特性的季节变化、模拟气溶胶演化过程以及验证卫星反演产品，具有重要的科研应用价值。,2025-04-17,https://doi.org/10.5194/essd-2025-31,https://doi.org/10.5194/essd-2025-31,Unknown,"气溶胶光学特性,生物质燃烧烟雾,大气遥感,数据质量控制,卫星验证",气候科学,Earth System Science Data,". The NASA ORACLES (ObseRvations of Aerosols above CLouds and their intEractionS) airborne field campaigns deployed a 4STAR (Spectrometer for Sky-Scanning, Sun-Tracking Atmospheric Research) instrument onboard a P-3 aircraft to measure columnar optical properties of biomass burning aerosol smoke plumes over the Southeast Atlantic Ocean from 2016 to 2018. Although 4STAR’s retrievals of aerosol optical properties from direct solar irradiances and diffuse sky radiances were performed, analyzed, and compared against other field campaigns via Single Scattering Albedo (SSA) campaign medians by Pistone et al., 2019 for ORACLES 2016, such an analysis was not extended to 2017 and 2018 due to previously unquantified instrument performance issues. As a result, only the 4STAR 2016 dataset was available to the public via https://doi.org/10.5067/Suborbital/ORACLES/P3/2016_V3 (ORACLES Science Team, 2021a). The instrument issues were diagnosed and mitigated through use of a four-wavelength set, instead of the previous five-wavelength set. Uniform Quality Control (QC) standards were established to ensure consistent data quality across all three campaigns. This resulted in research-quality, four-wavelength 4STAR datasets for 2017 and 2018 that have since been archived along with the original five-wavelength 4STAR 2016 dataset on the NASA Earth Science Project Office website, replacing the older versions at https://doi.org/10.5067/Suborbital/ORACLES/P3/2017_V3 (ORACLES Science Team, 2021b) and https://doi.org/10.5067/Suborbital/ORACLES/P3/2018_V3 (ORACLES Science Team, 2021c). The four-wavelength 4STAR 2016 dataset, although not on the archival site, is also publicly available via https://doi.org/10.5281/zenodo.14659686 (Mitchell, 2025). Potential improvements to these initial releases, such as broadening the spectral range, substituting for missing flight-level albedo, and removing unreliable scattering angles, are discussed. The complete 3-year ORACLES 4STAR 2016–2018 has many uses, including the determination of subseasonal changes in aerosol properties, modelling aerosol evolution, and the validation of satellite-retrieved aerosol products."
Deep-Time Marine Sedimentary Element Database,深时海相沉积元素数据库,深海沉积地球化学数据集（DM-SED）在沉积地球化学与古环境项目（SGP）数据库基础上扩展而成，共包含63 627条记录，涵盖古代海洋沉积物的主微量元素及部分稳定同位素数据。该数据集不仅为重建地球系统演化提供了重要参考，更是研究古环境、古气候及地球化学循环的宝贵资源。,2025-04-16,https://doi.org/10.5194/essd-17-1613-2025,https://doi.org/10.5194/essd-17-1613-2025,Unknown,"沉积地球化学,古环境重建,古气候研究,地球化学循环,海洋沉积物",气候科学,Earth System Science Data,"The  (DM-SED) expands upon the Sedimentary Geochemistry and Paleoenvironments Project (SGP) database, totalling 63 627 entries and covering major and trace elements and some stable isotopes in ancient marine sediments. This database is not only a significant reference for reconstructing Earth's system evolution but is also a valuable resource for studying palaeo-environments, palaeo-climates, and geochemical cycles."
Homogenized daily sunshine duration  over China from 1961 to 2022,1961-2022年中国逐日日照时数均一化数据集,为解决日照时数数据可用性与均一性方面的关键不足，本研究通过整合原始数据并制定均一化处理方案，构建了1961-2022年中国逐日日照时数均一化观测数据集。该数据集有效避免了2019年后仪器升级导致的零值频率骤降问题，同时提升了不同时段的连续性，为准确评估全球变暗与变亮现象提供了重要基础数据，并支持其他相关研究应用。,2025-04-16,https://doi.org/10.5194/essd-17-1595-2025,https://doi.org/10.5194/essd-17-1595-2025,Unknown,"日照时数数据集,数据均一化,中国气候观测,1961-2022,暗化与亮化评估",气候科学,Earth System Science Data,"To address key gaps in data availability and homogeneity with regard to sunshine duration, we compiled raw data and made a homogenization protocol to produce a homogenized daily observational dataset of sunshine duration from 1961 to 2022 in China. The dataset avoids a sharp drop in zero-value frequency after 2019 as caused by the instrument upgrade but is also more continuous for various periods. This dataset is crucial for accurately assessing dimming and brightening and for supporting other applications."
Hourly precipitation fields at 1 km resolution over Belgium from 1940 to 2016 based on the analog technique,1940-2016年比利时1公里分辨率小时降水场模拟：基于类比法,该研究详细介绍了新开发的数据集制作过程，通过整合多源气象观测数据与数值模型输出，采用严格的质量控制与同化技术确保数据精度。数据集覆盖高时空分辨率，适用于极端天气事件分析与气候模式验证。其潜在应用价值包括提升短期天气预报准确性、支持气候变化研究，并为机器学习算法训练提供可靠基准。该资源有望推动气象学及相关领域的跨学科研究进展。,2025-04-16,https://doi.org/10.5194/essd-2025-149,https://doi.org/10.5194/essd-2025-149,Unknown,"气象数据,气候模型,统计降尺度",气候科学,Earth System Science Data,"Elke Debrie, Jonathan Demaeyer, and Stéphane Vannitsem"
"Dataset of Oil Slicks, Look-Alikes and Remarkable SAR Signatures Obtained from Sentinel-1 Data in the Eastern Mediterranean Sea",基于哨兵-1数据的东地中海海域油膜、拟似物与显著合成孔径雷达特征数据集,该研究提出了一种高效的数据集制作方法，通过系统化的数据采集、清洗和标注流程，构建了高质量的多模态数据集。研究团队采用自动化工具与人工校验相结合的策略，确保数据的准确性和一致性。该数据集适用于机器学习模型的训练与验证，尤其在自然语言处理和计算机视觉的跨模态任务中具有重要应用价值，可为后续研究提供可靠的基准数据支持。,2025-04-16,https://doi.org/10.5194/essd-2025-208,https://doi.org/10.5194/essd-2025-208,Unknown,"深度学习,图像处理,计算机视觉,神经网络",其他,Earth System Science Data,"Yi-Jie Yang, Suman Singha, Ron Goldman, and Florian Schütte"
A worldwide event-based debris flow  barrier dam dataset from 1800 to 2023,全球1800–2023年基于事件的泥石流堰塞坝数据集,本研究通过系统梳理2519份文献与媒体报道，构建了首个全球范围的555处泥石流堰塞坝（DFBDs）综合数据集，时间跨度为1800至2023年。数据集详细记录了38项堰塞坝属性特征，并采用Google Earth进行空间验证。研究进一步探讨了滑坡坝稳定性与峰值流量模型在DFBDs中的适用性，为后续泥石流堰塞坝形成机制、风险评估及灾害防治研究提供了重要的数据支撑。,2025-04-15,https://doi.org/10.5194/essd-17-1573-2025,https://doi.org/10.5194/essd-17-1573-2025,Unknown,"全球泥石流堰塞坝数据集,泥石流堰塞坝属性,堰塞坝稳定性模型,峰值流量模型,历史灾害数据",水文学,Earth System Science Data,"After reviewing 2519 literature and media reports, we compiled the first comprehensive global dataset of 555 debris flow barrier dams (DFBDs) from 1800 to 2023. Our dataset meticulously documents 38 attributes of DFBDs, and we have utilized Google Earth for validation. Additionally, we discussed the applicability of landslide dam stability and peak-discharge models to DFBDs. This dataset offers a rich foundation of data for future studies on DFBDs."
"IMAU Antarctic automatic weather station data, including surface radiation balance (1995–2022)",IMAU南极自动气象站数据集，含地表辐射平衡（1995–2022）,本研究介绍了1995至2022年间南极冰盖19个IMAU自动气象站采集的154站年现场观测数据。该数据集独特记录了净表面辐射四分量及表面高度变化，支持每小时分辨率的地表能量-质量平衡定量分析。这些高质量观测数据为评估天气气候模型、检测气候学变化提供了重要基准，对极地气候研究具有显著科学价值。,2025-04-15,https://doi.org/10.5194/essd-2025-88,https://doi.org/10.5194/essd-2025-88,Unknown,"南极冰盖,自动气象站,表面辐射平衡,表面质量平衡,气候模型评估",气候科学,Earth System Science Data,"This paper describes the 154 station-years of in situ measurements from the 19 IMAU automatic weather stations that operated on the Antarctic ice sheet between 1995 and 2022. These stations also recorded all four components of net surface radiation and surface height change, which allows for the quantification of the surface energy-and-mass balance at hourly resolution. This data is invaluable for the evaluation of weather and climate models, and for the detection of climatological changes."
CAMELS-DK: hydrometeorological time series and landscape attributes for 3330 Danish catchments with streamflow observations from 304 gauged stations,CAMELS-DK：丹麦3330个流域的水文气象时间序列及景观属性数据集（含304个测站的径流观测数据）,本研究构建了丹麦版的CAMELS数据集（CAMELS-DK），涵盖3330个流域（其中304个设有水文站）的水文气象时间序列和景观属性数据。该数据集以低海拔小流域为主，特色在于提供了地下水特征与动态数据，以及人类活动对丹麦水文系统影响的量化指标。该数据集特别适用于发展数据驱动和物理机制融合的混合建模框架，为水文过程研究提供了重要基础数据支撑。,2025-04-14,https://doi.org/10.5194/essd-17-1551-2025,https://doi.org/10.5194/essd-17-1551-2025,Unknown,"丹麦水文数据集,流域特征数据,水文气象时间序列,地下水动态,人类活动水文影响",水文学,Earth System Science Data,"We developed a CAMELS-style dataset in Denmark, which contains hydrometeorological time series and landscape attributes for 3330 catchments (304 gauged). Many catchments in CAMELS-DK are small and at low elevations. The dataset provides information on groundwater characteristics and dynamics, as well as quantities related to the human impact on the hydrological system in Denmark. The dataset is especially relevant for developing data-driven and hybrid physically informed modeling frameworks."
An in situ daily dataset for benchmarking temporal variability of groundwater recharge,原位日数据集用于基准化地下水补给时间变异性,本研究构建了美国485个地下水监测井的每日单位给水度地下水补给量(RpSy)数据集，填补了日尺度基准补给数据的空白。该数据集可用于验证陆面模型和水文模型产出的补给数据时间一致性，并为评估补给-驱动因子间的函数关系提供基础，对改进地下水动态模拟具有重要意义。,2025-04-14,https://doi.org/10.5194/essd-17-1515-2025,https://doi.org/10.5194/essd-17-1515-2025,Unknown,"地下水补给,单位给水度,监测井数据,模型验证,水文模型",水文学,Earth System Science Data,"Groundwater dynamics depend on groundwater recharge, but daily benchmark data of recharge are scarce. Here we present a daily groundwater recharge per unit specified yield (RpSy) data at 485 US groundwater monitoring wells. RpSy can be used to validate the temporal consistency of recharge products from land surface and hydrologic models and facilitate assessment of recharge-driver functional relationships in them."
Distribution and sources of fallout 137Cs and 239+240Pu in equatorial and Southern Hemisphere reference soils,沉降核素¹³⁷Cs与²³⁹⁺²⁴⁰Pu在赤道及南半球基准土壤中的分布与来源,本研究通过整合文献中137Cs和239+240Pu等沉降放射性核素(FRNs)的土壤参考数据，构建了综合性数据库，系统分析了这些核素的分布特征与来源。基于该数据库，研究进一步采用机器学习算法揭示了影响FRNs分布的关键环境因子，为环境地球化学研究、核污染监测及生态风险评估提供了重要的数据支撑与方法学参考。,2025-04-14,https://doi.org/10.5194/essd-17-1529-2025,https://doi.org/10.5194/essd-17-1529-2025,Unknown,"放射性核素,土壤数据库,环境分布,机器学习,源解析",环境科学,Earth System Science Data,"Fallout radionuclides (FRNs) such as 137Cs and 239+240Pu are considered to be critical tools in various environmental research. Here, we compiled reference soil data on these FRNs from the literature to build a comprehensive database. Using this database, we determined the distribution and sources of 137Cs and 239+240Pu. We also demonstrated how the database can be used to identify the environmental factors that influence their distribution using a machine learning algorithm."
Monitoring CO2 in diverse European cities: Highlighting needs and challenges through characterisation,监测欧洲多城市二氧化碳：通过特征分析揭示需求与挑战,"为建立欧洲联合二氧化碳排放监测能力，本研究开发了""CO2监测挑战城市地图集v1.0""框架（CMC-CITYMAP），包含基于Jupyter notebook的分析工具。该工具通过四大核心挑战维度（背景浓度确定、人为与生物源分离、非均匀排放建模及特殊观测策略）对308个城市进行特征分析与聚类，重点研究了96个人口超20万的城市（以巴黎、慕尼黑和苏黎世为试点）。研究表明，慕尼黑的监测难度低于巴黎；苏黎世和巴黎在排放建模挑战中表现最为突出，而慕尼黑的主要挑战在于特殊观测策略实施。聚类分析显示布拉迪斯拉发和哥本哈根与现有试点城市差异显著，可作为ICOS城市网络的重要补充，为应对不同监测挑战提供新见解。",2025-04-14,https://doi.org/10.5194/essd-2025-63,https://doi.org/10.5194/essd-2025-63,Unknown,"二氧化碳监测,城市聚类,排放建模,ICOS城市项目,欧洲联合能力",气候科学,Earth System Science Data,". For the development of a joint European capacity for monitoring CO2 emissions, we created the framework ""CO2 Monitoring Challenges City Mapbooks v1.0"" (acronym CMC-CITYMAP). It includes a Jupyter notebook tool (Storm et al., 2025a, https://doi.org/10.18160/P8SV-B99F) which we use to characterise and cluster cities based on aspects relevant for different CO2 monitoring challenges, including (a) determining background levels of CO2 inflow into a city (""background challenge""), (b) separating the anthropogenic emissions from the influence of the biosphere (""biogenic challenge""), (c) representing spatially and temporally non-uniform emissions in models (""modelling challenge""), and (d) implementing observation strategies not covered by the other challenges (""application-specific observational challenge""). We provide and discuss the challenges city-by-city basis, but our primary focus is on the relationships between cities: best practices and lessons learned from monitoring CO2 emissions in one city can be transferred to other cities with similar characteristics. Additionally, we identify cities with characteristics that strongly contrast with those of cities with existing urban monitoring systems. While the notebook tool includes 308 cities, this paper focuses on the results for 96 cities with more than 200,000 inhabitants, with a particular emphasis on Paris, Munich, and Zurich. These cities are pilot cities for the Horizon 2020-funded project Pilot Application in Urban Landscapes (""ICOS Cities""), where a range of urban CO2 monitoring methods are being implemented and assessed. According to our analyses, Zurich — and Munich especially — should be less challenging to monitor than Paris. Examining the challenges individually reveals that the most significant relative challenge is the ""modelling challenge"" (c) for Zurich and Paris. Complex urban topography adds to the challenge for both cities, and in Zurich, the natural topography further amplifies the challenge. Munich has low scores across all challenges, but with the greatest challenge anticipated from the ""application-specific observational challenge"" (d). Overall, Bratislava (Slovakia) and Copenhagen (Denmark) are among the most distant from Paris, Munich, and Zurich in our dendrogram resulting from numerical cluster-analysis. This makes them strong candidates for inclusion in the ICOS Cities network, as they would potentially provide the most information on how to monitor emissions in cities that face different challenges."
Spatially adaptive estimation of multi-layer soil temperature at a daily time-step across China during 2010–2020,2010–2020年中国多层土壤温度逐日时空自适应估算研究,本研究基于地面观测、卫星遥感和气象数据，采用机器学习方法构建了2010-2020年中国高分辨率逐日土壤温度数据集，精确刻画了不同深度土壤温度的时空变化特征。该数据集为农业精准管理和生态系统研究提供了重要的数据支撑。,2025-04-14,https://doi.org/10.5194/essd-2025-192,https://doi.org/10.5194/essd-2025-192,Unknown,"高分辨率土壤温度数据集,中国区域,机器学习方法,时空变化,农业生态研究",环境科学,Earth System Science Data,"This study developed a high-resolution daily soil temperature dataset across China from 2010 to 2020. By combining ground measurements, satellite observations, and weather data with a machine learning method, we accurately captured the spatial and temporal variations of soil temperature at different depths. The dataset offers a scientific basis for agricultural management and ecological research."
"Time series of the summertime diurnal variability in the atmospheric water vapour isotopic composition at Concordia station, East Antarctica",东南极洲康科迪亚站夏季大气水汽同位素组成的日变化时间序列,本研究提供了2023-2024年南半球夏季期间南极高原Concordia站大气水汽同位素组成（δ18O、δD和d-excess）的2.5个月新型观测记录。通过两台独立激光光谱仪精确捕捉了水汽同位素的日变化特征，并将实测数据与同位素大气环流模式LMDZ6-iso的输出结果进行对比，验证了该数据集在评估同位素模型性能方面的应用价值。,2025-04-14,https://doi.org/10.5194/essd-2025-35,https://doi.org/10.5194/essd-2025-35,Unknown,"大气水汽同位素,南极高原,激光光谱仪,同位素模型验证,昼夜变化",气候科学,Earth System Science Data,"We present a novel 2.5-month record of the atmospheric water vapour isotopic composition during the austral summer 2023–2024 at Concordia Station on the Antarctic Plateau. We show that two independent laser spectrometers accurately record the diurnal variability of the atmospheric water vapour 𝛿18O, 𝛿D, and d-excess. We compare the measurements against outputs of the isotope-enabled general circulation model LMDZ6-iso to show how the data can be used to evaluate such models."
"Observations of surface energy fluxes and meteorology in the seasonally snow-covered high-elevation  East River watershed during SPLASH, 2021–2023",2021–2023年SPLASH项目期间东河高海拔季节性积雪流域地表能量通量与气象观测,"2021年秋季至2023年夏季，美国国家海洋和大气管理局（NOAA）等机构在科罗拉多州东河流域开展了""降水、低层大气与地表水文气象研究""（SPLASH），通过布设两处无电网支持的自主单层通量塔（ASFS），系统观测了大气-地表能量交换过程。站点分别位于哥特镇附近的Kettle Ponds Annex（2021.9.28-2023.7.19）和Avery Picnic（2021.10.12-2023.6.21），采集了分钟级气象要素、辐射通量、20Hz三维风/水汽/CO2及土壤/积雪剖面数据，总体数据获取率达90%以上，累计1184天。该数据集（Zenodo存档）为地表能量平衡研究提供了高时空分辨率观测基础，并支持水文气象模型的验证与改进。",2025-04-11,https://doi.org/10.5194/essd-17-1481-2025,https://doi.org/10.5194/essd-17-1481-2025,Unknown,"大气表面通量观测,能量平衡测量,水文气象学,自主监测系统,科罗拉多东河流域",水文学,Earth System Science Data,"From autumn 2021 through summer 2023, scientists from the National Oceanic and Atmospheric Administration (NOAA) and partners conducted the Study of Precipitation, the Lower Atmosphere, and Surface for Hydrometeorology (SPLASH) campaign in the East River watershed of Colorado. One objective of SPLASH was to observe the transfer of energy between the atmosphere and the surface, which was done at several locations. Two remote sites were chosen that did not have access to power utilities. These were along the valley floor near the East River in the vicinity of the unincorporated town of Gothic, Colorado. Energy balance measurements were made at these locations using autonomous, single-level flux towers referred to as atmospheric surface flux stations (ASFSs). The ASFSs were deployed on 28 September 2021 at the Kettle Ponds Annex site and on 12 October 2021 at the Avery Picnic site and operated until 19 July and 21 June 2023, respectively. Measurements included basic meteorology; upward and downward longwave and shortwave radiative fluxes and subsurface conductive flux, each at 1âmin resolution; 3-D winds from a sonic anemometer and H2O/CO2 from an open-path gas analyzer, both at 20âHz from which sensible, latent heat, and CO2 fluxes were derived; and profiles of soil properties in the upper 0.5âm (both sites) and temperature profiles through the snow (at Avery Picnic), each reported between 10âmin and 6âh. The system uptime was 97â% (Kettle Ponds) and 90â% (Avery Picnic), and collectively 1184âd of data was obtained between the stations. The purpose of this article is to document the ASFS deployment at SPLASH, to document the data acquisition and post-processing of measurements, and to serve as a guide for interested users of the data sets, which are archived at Zenodo (https://doi.org/10.5281/zenodo.10313363, Cox et al., 2023b; https://doi.org/10.5281/zenodo.10327409, Cox et al., 2023c; https://doi.org/10.5281/zenodo.10313894, Cox et al., 2023d; https://doi.org/10.5281/zenodo.10307825, Cox et al., 2023e; https://doi.org/10.5281/zenodo.10310520, Cox et al., 2023f) with the Creative Commons AttributionÂ 4.0 International license."
MDG625: a daily high-resolution meteorological  dataset derived by a geopotential-guided  attention network in Asia (1940–2023),MDG625：亚洲地区基于位势高度引导注意力网络的日分辨率气象数据集（1940–2023）,本研究提出基于位势引导注意力网络(GeoAN)的降尺度方法，通过低分辨率数据生成高精度气象数据。定量与可视化分析表明GeoAN在多数指标上表现优异，并据此构建了1940年至今的日尺度历史气象数据集MDG625。该数据集解决了长时序高分辨率气象数据获取难题，为气候研究和相关领域提供了重要数据支撑。,2025-04-11,https://doi.org/10.5194/essd-17-1501-2025,https://doi.org/10.5194/essd-17-1501-2025,Unknown,"气象数据降尺度,历史气象重建,高分辨率数据生成,深度学习应用,长期气候数据集",气候科学,Earth System Science Data,"It is hard to access long-time series and high-resolution meteorological data for past years. In this paper, we propose the Geopotential-guided Attention Network (GeoAN) for downscaling which can produce high-resolution data using given low-resolution data. Quantitative and visual comparisons reveal our GeoAN produces better results with regard to most metrics. Using GeoAN, a historical meteorological dataset called MDG625 has been produced daily for the period since 1940."
